id,abime,cannabidiol,cannabigerol,cannabinol,cbd,cbn,couleur,couleur_exterieur,couleur_exterieur_1,couleur_interieur,delta9_tetrahydrocannabinol,description_de_l_objet,epaisseur,etiquette,forme,hauteur,largeur,logo,longueur,masse,nom_de_logo,numero_echantillon,ovule,presentation,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,visqueux
6820,,,,,1,1,,,,,12,,,,,,,Non,,,,21_115022,,,,,0,0,Cannabis,
6822,,,,,1,1,,,,,28.9,,,,,,,Non,,,,2,,Morceaux,,,0,0,Cannabis,
6823,,,,,,1,,,,,11.5,,,,,,,Oui,,,dragon ball Z,3-1,,Sommités,,,,0,Cannabis,
6824,,,,,,1,,,,,10.3,,,,,,,Oui,,,dragon ball Z,3-2,,Sommités,,,,0,Cannabis,
6825,,,,,,1,,,,,11.1,,,,,,,Oui,,,dragon ball Z,3-3,,Sommités,,,,0,Cannabis,
6826,,,,,,1,,,,,9.8,,,,,,,Oui,,,dragon ball Z,3-4,,Sommités,,,,0,Cannabis,
6827,,,,,1,1,,,,,35.4,,,Non,,,,Oui,,,PNL AUDD tour eiffel,4,,Morceaux,,,1.4,0,Cannabis,
6828,,,,,,1,,,,,13.2,,,,,,,Oui,,,PNL AUDD tour eiffel,5-1,,Sommités,,,,0,Cannabis,
6829,,,,,,1,,,,,13.2,,,,,,,Oui,,,PNL AUDD tour eiffel,5-2,,Sommités,,,,0,Cannabis,
6830,,,,,,1,,,,,13.2,,,,,,,Oui,,,PNL AUDD tour eiffel,5-3,,Sommités,,,,0,Cannabis,
6851,,,,,1,1,,,,,43,,23,Oui,,,50,Oui,,52.9,LM HKUSHCOFFE,5S,,Plaquette,,,0,0,Cannabis,
6858,,,,,1,,,,,,0.5,,,,,,,Non,,,,21_100886,,Morceaux,,,8,,Cannabis,
6859,,,9,,1,,Marron,,,,0,,,,,,,Non,,,,21_100873,0,,,,0,,Cannabis,
6860,,,,,1,,Blanche,,,,2.6,,,,,,,Non,,,,21_100868,0,,,,97,,Cannabis,
6861,,,,,1,,,,,,1.9,,,,,,,Non,,,,21_100862,,Sommités,,,98,,Cannabis,
6871,,,,,1,,,,,,0,,,,,,,Non,,,,21_100885,,Morceaux,,,10,,Cannabis,
6872,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100884,,Morceaux,,,13,,Cannabis,
6873,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100874,,Morceaux,,,12,,Cannabis,
6874,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100875,,Morceaux,,,12,,Cannabis,
6875,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100883,,Morceaux,,,12,,Cannabis,
6876,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100841,,Sommités,,,3,,Cannabis,
6877,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100842,,Sommités,,,3,,Cannabis,
6878,,,,,1,1,,,,,0.2,,,,,,,Non,,,,21_100843,,Morceaux,,,38,0,Cannabis,
6879,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100849,,Sommités,,,5,,Cannabis,
6880,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100845,,Sommités,,,5,,Cannabis,
6881,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100844,,Sommités,,,5,,Cannabis,
6882,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100840,,Sommités,,,5,,Cannabis,
6883,,,,,1,,,,,,0,,,,,,,Non,,,,21_100839,,Sommités,,,1.5,,Cannabis,
6884,,,,,1,,,,,,0,,,,,,,Non,,,,21_100850,,Sommités,,,1.5,,Cannabis,
6885,,,,,1,,,,,,0,,,,,,,Non,,,,21_100866,,Sommités,,,1.5,,Cannabis,
6886,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100848,,Sommités,,,5,,Cannabis,
6887,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100851,,Sommités,,,5,,Cannabis,
6888,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100852,,Sommités,,,5,,Cannabis,
6889,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100855,,Sommités,,,5,,Cannabis,
6890,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100856,,Sommités,,,5,,Cannabis,
6891,,,,,1,,,,,,0.4,,,,,,,Non,,,,21_100846,,Sommités,,,8,,Cannabis,
6892,,,,,1,,,,,,0.4,,,,,,,Non,,,,21_100847,,Sommités,,,8,,Cannabis,
6894,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100872,,Morceaux,,,7.2,,Cannabis,
6895,,,,,1,1,,,,,0.4,,,,,,,Non,,,,21_100871,,Morceaux,,,9.5,0,Cannabis,
6896,,,,,1,1,,,,,0.3,,,,,,,Non,,,,21_100870,,Morceaux,,,15,0,Cannabis,
6897,,,,,1,1,,,,,0,,,,,,,Non,,,,21_100869,,Morceaux,,,21.6,0,Cannabis,
6898,,,,,1,,,,,,0.6,,,,,,,Non,,,,21_100853,,Sommités,,,7,,Cannabis,
6899,,,,,1,,,,,,0.3,,,,,,,Non,,,,21_100857,,Débris végétaux,,,4,,Cannabis,
6900,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100854,,Sommités,,,3.5,,Cannabis,
6901,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100860,,Sommités,,,3.5,,Cannabis,
6902,,,,,1,,,,,,0.5,,,,,,,Non,,,,21_100858,,Sommités,,,4.6,,Cannabis,
6904,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100867,,Sommités,,,2.3,,Cannabis,
6905,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100864,,Sommités,,,2.3,,Cannabis,
6906,,,,,1,,,,,,0.2,,,,,,,Non,,,,21_100861,,Sommités,,,2.3,,Cannabis,
6907,,,,,1,,,,,,0.9,,,,,,,Non,,,,21_100865,,Sommités,,,10.1,,Cannabis,
6908,,,,,1,,,,,,0.9,,,,,,,Non,,,,21_100863,,Sommités,,,10.1,,Cannabis,
6909,,,,,1,,,,,,0.9,,,,,,,Non,,,,21_100859,,Sommités,,,10.1,,Cannabis,
6912,,,,,,1,,,,,12.1,,,,,,,Non,,,,1-1,,Sommités,,,,0,Cannabis,
6913,,,,,,1,,,,,12.1,,,,,,,Non,,,,1-2,,Sommités,,,,0,Cannabis,
6914,,,,,,1,,,,,12.1,,,,,,,Non,,,,1-3,,Sommités,,,,0,Cannabis,
6915,,,,,1,1,,,,,33.6,,,,,,,Non,,,,2,,Morceaux,,,0,1.2,Cannabis,
6932,,,,,1,,,,,,0.3,,,,,,,Non,,,,1,,Morceaux,,,11.3,,Cannabis,
6933,,,,,1,,,,,,0.2,,,,,,,Non,,,,2,,,,,6.2,,Cannabis,
6934,,,,,1,,,,,,0.2,,,,,,,Non,,,,4,,,,,6.2,,Cannabis,
6935,,,,,1,,,,,,0,,,,,,,Non,,,,3,,Sommités,,,0,,Cannabis,
6936,,,,,1,,,,,,0,,,,,,,Non,,,,5,,Sommités,,,0,,Cannabis,
6937,,,,,1,1,,,,,21,,,,,,,Non,,,,21_115029,,Morceaux,,,3.3,4.1,Cannabis,
6938,,,,,1,1,,,,,21,,,,,,,Non,,,,21_115030,,Morceaux,,,3.3,4.1,Cannabis,
6939,,,,,1,1,,,,,21,,,,,,,Non,,,,21_115031,,Morceaux,,,3.3,4.1,Cannabis,
6940,,,,,1,1,,,,,21,,,,,,,Non,,,,21_115033,,Morceaux,,,3.3,4.1,Cannabis,
6941,,,,,1,,,,,,0.6,,,,,,,Non,,,,6,,Sommités,,,11.3,,Cannabis,
6942,,,,,1,,,,,,0.6,,,,,,,Non,,,,9,,Sommités,,,11.3,,Cannabis,
6948,,,,,1,,,,,,0,,,,,,,Non,,,,7,,Sommités,,,2.7,,Cannabis,
6949,,,,,1,,,,,,0,,,,,,,Non,,,,10,,Sommités,,,2.7,,Cannabis,
6950,,,,,1,,,,,,0,,,,,,,Non,,,,11,,Sommités,,,2.7,,Cannabis,
6951,,,,,1,,,,,,0,,,,,,,Non,,,,12,,Sommités,,,2.7,,Cannabis,
6952,,,,,1,,,,,,0,,,,,,,Non,,,,8,,,,,6.1,,Cannabis,
6955,,,,,1,1,,,,,31,,,,,,,Non,,,,1,,Morceaux,,,2,0,Cannabis,
6968,,,,,1,1,,,,,30,,,Oui,,,,Oui,,,Narco,1-1,,Morceaux,,,1,0,Cannabis,
6969,,,,,1,1,,,,,30,,,Oui,,,,Oui,,,Narco,1-2,,Morceaux,,,1,0,Cannabis,
6970,,,,,1,1,,,,,30,,,Oui,,,,Oui,,,Narco,1-3,,Morceaux,,,1,0,Cannabis,
6971,,,,,1,1,,,,,30,,,,,,,Non,,,,2-1,,Morceaux,,,1,0,Cannabis,
6972,,,,,1,1,,,,,30,,,,,,,Non,,,,2-2,,Morceaux,,,1,0,Cannabis,
6973,,,,,1,1,,,,,30,,,,,,,Non,,,,2-3,,Morceaux,,,1,0,Cannabis,
6974,,,,,,1,,,,,17,,,,,,,Non,,,,3-1,,Sommités,,,,0,Cannabis,
6975,,,,,,1,,,,,17,,,,,,,Non,,,,3-2,,Sommités,,,,0,Cannabis,
6976,,,,,,1,,,,,17,,,,,,,Non,,,,3-3,,Sommités,,,,0,Cannabis,
6977,,,,,,,,,,,10.1,,,,,,,Non,,,,1,,Débris végétaux,,,,,Cannabis,
6978,,,,,1,1,,,,,39.6,,25,Oui,,,49,Oui,98,98.7,DIOR,2,,Plaquette,,,0,0,Cannabis,
6979,,,,,,,,,,,11,,,,,,,Non,,,,21_115004,,Débris végétaux,,,,,Cannabis,
6980,,,,,,,,,,,10.5,,,,,,,Non,,,,21_115000,,Sommités,,,,,Cannabis,
6981,,,,,,,,,,,10.5,,,,,,,Non,,,,21_115009,,Sommités,,,,,Cannabis,
6982,,,,,,,,,,,10.5,,,,,,,Non,,,,21_115013,,Sommités,,,,,Cannabis,
6983,,,,,,,,,,,6,,,,,,,Non,,,,21_115001,,Sommités,,,,,Cannabis,
6984,,,,,,,,,,,16,,,,,,,Non,,,,21_115005,,,,,,,Cannabis,
6985,,,,,,,,,,,16,,,,,,,Non,,,,21_115006,,,,,,,Cannabis,
6986,,,,,,,,,,,13,,,,,,,Non,,,,21_115008,,Sommités,,,,,Cannabis,
6987,,,,,,,,,,,9,,,,,,,Non,,,,21_115010,,,,,,,Cannabis,
6988,,,,,1,1,,,,,2,,,,,,,Non,,,,21_115007,,Morceaux,,,0.5,0.7,Cannabis,
6989,,,,,1,1,,,,,16,,,Oui,,,,Oui,,,ronaldo,21_115011,,Morceaux,,,1.4,2.3,Cannabis,
6990,,,,,1,1,,,,,16,,,Oui,,,,Oui,,,ronaldo,21_115012,,Morceaux,,,1.4,2.3,Cannabis,
6991,,,,,1,1,,,,,10,,,,,,,Non,,,,21_115014,,Morceaux,,,1.5,6.4,Cannabis,
6997,,,,,1,1,,,,,21,,,Oui,,,,Oui,,,BANANA KUSH,1-1,,Morceaux,,,1,0,Cannabis,
6998,,,,,1,1,,,,,21,,,Oui,,,,Oui,,,BANANA KUSH,1-2,,Morceaux,,,1,0,Cannabis,
7005,,,,,1,1,,,,,5.8,,,,,,,Non,,,,1,,Débris végétaux,,,0,0,Cannabis,
7006,,,,,,1,,,,,10.8,,,,,,,Non,,,,2,,Débris végétaux,,,,0,Cannabis,
7007,,,,,1,1,,,,,16.3,,,,,,,Non,,,,1,,Morceaux,,,1.5,2,Cannabis,
7008,,,,,1,1,,,,,20.6,,19,Oui,,,56,Oui,,71.9,good guys,1,,Plaquette,,,0,0,Cannabis,
7013,,,,,1,1,,,,,36.5,,20,Oui,,,62,Oui,109,101.2,2022,JM4,,Plaquette,,,1.1,0,Cannabis,
7015,,,,,1,1,,,,,10,,23,,,,59,Non,94,96.4,,4,,Plaquette,,,0,5.6,Cannabis,
7016,,,,,1,1,,,,,10,,23,,,,59,Non,94,96.4,,5-4,,Plaquette,,,0,5.6,Cannabis,
7017,,,,,1,1,,,,,14.5,,24,,,,57,Non,100,98,,5-5,,Plaquette,,,0,3.7,Cannabis,
7018,,,,,1,1,,,,,14.5,,24,,,,57,Non,100,98,,5-6,,Plaquette,,,0,3.7,Cannabis,
7019,,,,,1,1,,,,,13.6,,22,Oui,,,56,Oui,100,98.2,NICOLE KUSH sommité,5-1,,Plaquette,,,0,4,Cannabis,
7020,,,,,1,1,,,,,13.6,,22,Oui,,,56,Oui,100,98.2,NICOLE KUSH sommité,5-2,,Plaquette,,,0,4,Cannabis,
7021,,,,,1,1,,,,,13.6,,22,Oui,,,56,Oui,100,98.2,NICOLE KUSH sommité,5-3,,Plaquette,,,0,4,Cannabis,
7022,,,,,1,,,,,,0.2,,,,,,,Non,,,,1,,Sommités,,,5.1,,Cannabis,
7043,,,,,1,,,,,,0.7,,,,,,,Non,,,,21_115003,,,,,3,,Cannabis,
7045,,,,,,,,,,,8.5,,,,,,,Non,,,,2,,Sommités,,,,,Cannabis,
7046,,,,,1,1,,,,,37.5,,,,,,,Non,,,,6,,Morceaux,,,0,1.4,Cannabis,
7048,,,,,,1,,,,,11,,,,,,,Non,,,,21_100999,,Sommités,,,,0,Cannabis,
7049,,,,,,,,,,,17,,,,,,,Non,,,,21_115034,,Sommités,,,,,Cannabis,
7050,,,,,,,,,,,17,,,,,,,Non,,,,21_115035,,Sommités,,,,,Cannabis,
7051,,,,,,,,,,,17,,,,,,,Non,,,,21_115036,,Sommités,,,,,Cannabis,
7052,,,,,,,,,,,17,,,,,,,Non,,,,21_115037,,Sommités,,,,,Cannabis,
7053,,,,,,,,,,,17,,,,,,,Non,,,,21_115038,,Sommités,,,,,Cannabis,
7054,,,,,1,1,,,,,35,,,,,,,Non,,,,21_115039,,Morceaux,,,1,0.6,Cannabis,
7055,,,,,1,1,,,,,35,,,,,,,Non,,,,21_115040,,Morceaux,,,1,0.6,Cannabis,
7056,,,,,1,1,,,,,35,,,,,,,Non,,,,21_115041,,Morceaux,,,1,0.6,Cannabis,
7057,,,,,1,1,,,,,38,,,,,,,Non,,,,21_115042,,Morceaux,,,1.3,0.6,Cannabis,
7058,,,,,1,1,,,,,38,,,,,,,Non,,,,21_115043,,Morceaux,,,1.3,0.6,Cannabis,
7059,,,,,1,1,,,,,38,,,,,,,Non,,,,21_115044,,Morceaux,,,1.3,0.6,Cannabis,
7062,,,,,1,,,,,,4.1,,,,,,,Non,,,,H,,Sommités,,,6.5,,Cannabis,
7063,,,,,1,1,,,,,33.7,,26,Oui,,,59,Oui,99,98,NATIONAL SECURITY AGENCY UNITED STATES OF AMERICA  aigle,R,,Plaquette,,,1.2,0,Cannabis,
7064,,,,,1,1,,,,,40.3,,,,,,,Non,,,,1,,Morceaux,,,0,0,Cannabis,
7065,,,,,1,1,,,,,40.3,,,,,,,Non,,,,2,,Morceaux,,,0,0,Cannabis,
7066,,,,,1,1,,,,,32.8,,16,,,,,Non,42,,,2,,Ovule,,,0,0,Cannabis,
7067,,,,,1,1,,,,,33,,,Oui,,,,Oui,,,ANA diamant,4,,Morceaux,,,1.5,0,Cannabis,
7068,,,,,1,1,,,,,30.8,,,Oui,,,,Oui,,,Homer simpson,1,,Morceaux,,,1.7,0,Cannabis,
7069,,,,,1,1,,,,,30.8,,,Oui,,,,Oui,,,Homer simpson,2,,Morceaux,,,1.7,0,Cannabis,
7070,,,,,1,1,,,,,30.8,,,Oui,,,,Oui,,,Homer simpson,3,,Morceaux,,,1.7,0,Cannabis,
7071,,,,,1,1,,,,,5.2,,,,,,,Non,,,,1-1 et 1-2,,Morceaux,,,2.7,6.9,Cannabis,
7076,,,,,1,1,,,,,1.3,,19.8,,,,60.1,Non,102.4,87.9,,Plaquette 1,,Plaquette,,,0.6,0.4,Cannabis,
7077,,,,,1,1,,,,,1.3,,19.8,,,,60.1,Non,102.4,87.9,,Plaquette 2,,Plaquette,,,0.6,0.4,Cannabis,
7078,,,,,1,1,,,,,1.3,,19.8,,,,60.1,Non,102.4,87.9,,Plaquette 3,,Plaquette,,,0.6,0.4,Cannabis,
7079,,,,,1,1,,,,,1.9,,20,,,,63.6,Non,93.3,89.3,,Plaquette 1,,Plaquette,,,0.6,0.2,Cannabis,
7080,,,,,1,1,,,,,1.9,,20,,,,63.6,Non,93.3,89.3,,Plaquette 2,,Plaquette,,,0.6,0.2,Cannabis,
7081,,,,,1,1,,,,,1.9,,20,,,,63.6,Non,93.3,89.3,,Plaquette 3,,Plaquette,,,0.6,0.2,Cannabis,
7082,,,,,1,1,,,,,37.3,,,,,,,Non,,,,1,,Morceaux,,,1.2,0,Cannabis,
7083,,,,,1,1,,,,,17,,,,,,,Non,,,,2,,Morceaux,,,13.6,1.4,Cannabis,
7084,,,,,,1,,,,,11.3,,,,,,,Non,,,,3,,Sommités,,,,0,Cannabis,
7101,,,,,1,1,,,,,39,,,,,,,Non,,,,21_115050,,Morceaux,,,1.1,0.7,Cannabis,
7102,,,,,1,1,,,,,39,,,,,,,Non,,,,21_115051,,Morceaux,,,1.1,0.7,Cannabis,
7103,,,,,1,1,,,,,18,,,,,,,Non,,,,21_115052,,Morceaux,,,9.5,2.1,Cannabis,
7120,,,,,1,,,,,,0.5,,,,,,,Non,,,,2,,Sommités,,,14.4,,Cannabis,
7143,,,,,1,1,,,,,37.2,,,,,,,Non,,,,2,,Morceaux,,,1.4,0,Cannabis,
7144,,,,,1,1,,,,,12.7,,,,,,,Non,,,,11,,Morceaux,,,2.2,5.4,Cannabis,
7145,,,,,1,1,,,,,32,,,,,,,Non,,,,1,,Morceaux,,,1.5,0,Cannabis,
7146,,,,,1,1,,,,,32,,,,,,,Non,,,,2,,Morceaux,,,1.5,0,Cannabis,
7147,,,,,1,1,,,,,32,,,,,,,Non,,,,3,,Morceaux,,,1.5,0,Cannabis,
7150,,,,,1,1,,,,,1.1,,22,Oui,,,51,Oui,,47.5,35% miel  2.5 tonnes,2,,Plaquette,,,35.6,0,Cannabis,
7151,,,,,1,1,,,,,8.3,,,,,,,Non,,,,3,,Sommités,,,0,0,Cannabis,
7172,,,,,,,,,,,12,,,,,,,Non,,,,3-1,,Débris végétaux,,,,,Cannabis,
7173,,,,,,1,,,,,18,,,,,,,Non,,,,3-2,,Débris végétaux,,,,0,Cannabis,
7174,,,,,1,1,,,,,33,,,,,,,Non,,,,4-1,,Morceaux,,,1,0,Cannabis,
7175,,,,,1,1,,,,,31,,,,,,,Non,,,,4-2,,Morceaux,,,2,0,Cannabis,
7180,,,,,1,1,,,,,34,,20.1,Oui,,,56.7,Oui,111,94.59,SMOKE WEED,21_115053,,Plaquette,,,1.1,0.9,Cannabis,
7181,,,,,1,1,,,,,31.6,,,,,,,Non,,,,A1,,Morceaux,,,1.1,1.9,Cannabis,
7182,,,,,1,1,,,,,33.1,,,,,,,Non,,,,A2,,Morceaux,,,1.1,0,Cannabis,
7183,,,,,1,1,,,,,27.6,,,,,,,Non,,,,1,,Autre,,,1.7,1.3,Cannabis,
7184,,,,,1,1,,,,,32.3,,,,,,,Non,,,,1,,Morceaux,,,2.4,0,Cannabis,
7185,,,,,1,1,,,,,46.1,,,,,,,Non,,,,2,,Morceaux,,,0,0,Cannabis,
7186,,,,,1,1,,,,,34.8,,,,,,,Non,,,,3,,Morceaux,,,0,0,Cannabis,
7187,,,,,1,1,,,,,22.6,,,,,,,Non,,,,1B,,Autre,,,2.6,2.2,Cannabis,
7188,,,,,1,1,,,,,23.1,,,,,,,Non,,,,1T,,Morceaux,,,2.7,2.2,Cannabis,
7189,,,,,1,1,,,,,35.8,,27,Oui,,,62,Oui,106,105.8,THE SULTAN MC SIMOOO,1,,Plaquette,,,1.3,0,Cannabis,
7190,,,,,1,1,,,,,38.2,,44,,,,44,Non,91,104.1,,2,,Plaquette,,,2.2,0,Cannabis,
7191,,,,,1,1,,,,,27.8,,,Non,,,,Oui,,,la concurrence n'existe pas 4 rue Jacques Brel 69100 Villeurbanne,1,,Morceaux,,,1.7,0,Cannabis,
7192,,,,,1,1,,,,,27.7,,,Non,,,,Oui,,,"lions, 4 rue Jacques Brel 69100 Villeurbanne",2,,Morceaux,,,1.8,0,Cannabis,
7193,,,,,1,1,,,,,27.5,,32,Oui,,,52,Oui,88,97.1,tennisman Novak Djokovic,3,,Plaquette,,,1.7,0,Cannabis,
7194,,,,,1,1,,,,,15,,,,,,,Non,,,,21_115070,,Morceaux,,,1.8,3,Cannabis,
7195,,,,,,,,,,,12,,,,,,,Non,,,,21_100972,,Sommités,,,,,Cannabis,
7196,,,,,,,,,,,12,,,,,,,Non,,,,21_100973,,Sommités,,,,,Cannabis,
7197,,,,,,,,,,,12,,,,,,,Non,,,,21_100974,,Sommités,,,,,Cannabis,
7198,,,,,,,,,,,12,,,,,,,Non,,,,21_100975,,Sommités,,,,,Cannabis,
7199,,,,,,,,,,,12,,,,,,,Non,,,,21_100981,,Sommités,,,,,Cannabis,
7200,,,,,,,,,,,12,,,,,,,Non,,,,21_100985,,Sommités,,,,,Cannabis,
7201,,,,,,,,,,,16,,,,,,,Non,,,,21_100979,,Sommités,,,,,Cannabis,
7202,,,,,,,,,,,16,,,,,,,Non,,,,21_100980,,Sommités,,,,,Cannabis,
7203,,,,,1,1,,,,,36,,,,,,,Non,,,,21_100984,,Morceaux,,,1.4,0.7,Cannabis,
7204,,,,,1,1,,,,,24,,,,,,,Non,,,,21_100977,,Morceaux,,,2.3,0.9,Cannabis,
7205,,,,,1,1,,,,,25,,,,,,,Non,,,,21_100976,,Morceaux,,,2.1,0.9,Cannabis,
7206,,,,,1,1,,,,,25,,,,,,,Non,,,,21_100978,,Morceaux,,,2.1,0.9,Cannabis,
7207,,,,,1,1,,,,,25,,,,,,,Non,,,,21_100982,,Morceaux,,,2.1,0.9,Cannabis,
7208,,,,,1,1,,,,,25,,,,,,,Non,,,,21_100983,,Morceaux,,,2.1,0.9,Cannabis,
7215,,,,,1,1,,,,,28,,,,,,,Non,,,,S2-1,,Morceaux,,,1,0,Cannabis,
7216,,,,,1,1,,,,,28,,,,,,,Non,,,,S2-2,,Morceaux,,,1,0,Cannabis,
7217,,,,,1,1,,,,,28,,,,,,,Non,,,,S2-3,,Morceaux,,,1,0,Cannabis,
7218,,,,,1,1,,,,,28,,,,,,,Non,,,,S2-16,,Morceaux,,,1,0,Cannabis,
7226,,,,,1,1,,,,,25,,23.1,Oui,,,53.6,Oui,95.2,95.5,lion tasse,21_115091,,Plaquette,,,1.4,1.1,Cannabis,
7227,,,,,1,,,,,,1.1,,,,,,,Non,,,,21_115069,,Sommités,,,2.3,,Cannabis,
7228,,,,,1,1,,,,,30,,,,,,,Non,,,,21_115057,,Morceaux,,,1.3,1,Cannabis,
7229,,,,,1,1,,,,,30,,,,,,,Non,,,,21_115058,,Morceaux,,,1.3,1,Cannabis,
7240,,,,,,,,,,,14,,,,,,,Non,,,,21_114378,,Sommités,,,,,Cannabis,
7241,,,,,1,1,,,,,29,,25.7,Oui,,,53.8,Oui,77.6,78.9,V2,V2,,Plaquette,,,2.2,1.2,Cannabis,
7242,,,,,1,1,,,,,29,,25.7,Oui,,,53.8,Oui,77.6,78.9,V2,Etiquette,,Plaquette,,,2.2,1.2,Cannabis,
7243,,,,,1,1,,,,,15.4,,22,Oui,,,49.5,Oui,57,51.1,Cannabis et rondelle d'orange ,Etiquette,,Plaquette,,,3.1,4,Cannabis,
7251,,,,,1,1,,,,,32.4,,,Non,,,,Oui,,,Charlie zombie - blancetonpoch,9-4,,Morceaux,,,1.7,0,Cannabis,
7252,,,,,,1,,,,,12.9,,,,,,,Oui,,,Pablo Escobar,10-4,,Sommités,,,,0,Cannabis,
7264,,,,,,1,,,,,18.1,,,,,,,Non,,,,3,,Sommités,,,,0,Cannabis,
7275,,,,,1,1,,,,,32.2,,,,,,,Non,,,,10,,Morceaux,,,1.5,0,Cannabis,
7276,,,,,,1,,,,,17.1,,,,,,,Non,,,,12,,Sommités,,,,0,Cannabis,
7282,,,,,1,1,,,,,29.4,,28,Oui,,,59,Oui,88,100.2,SON GOHAN - Dragon Ball z,G,,Plaquette,,,1.4,0,Cannabis,
7283,,,,,1,1,,,,,29.4,,29,Oui,,,55,Oui,90,100,MARIJUANA,M,,Plaquette,,,1.5,0,Cannabis,
7286,,,,,1,,,,,,0.5,,,,,,,Oui,,,Harlequeen 1 g,EA3-1,,Sommités,,,12,,Cannabis,
7287,,,,,1,,,,,,0,,,,,,,Oui,,,Orange Bird 1 g,EA3-2,,Sommités,,,10,,Cannabis,
7288,,,,,,1,,,,,19.3,,,,,,,Non,,,,6-4,,Sommités,,,,0,Cannabis,
7289,,,,,,1,,,,,19.3,,,,,,,Non,,,,15-4,,Sommités,,,,0,Cannabis,
7290,,,,,,1,,,,,19.3,,,,,,,Non,,,,21-4,,Sommités,,,,0,Cannabis,
7291,,,,,,1,,,,,19.3,,,,,,,Non,,,,22-4,,Sommités,,,,0,Cannabis,
7292,,,,,,1,,,,,19.3,,,,,,,Non,,,,11-12,,Sommités,,,,0,Cannabis,
7293,,,,,1,1,,,,,29.9,,,,,,,Non,,,,8-4,,Morceaux,,,0,1.6,Cannabis,
7294,,,,,1,1,,,,,29.9,,,,,,,Non,,,,10-4,,Morceaux,,,0,1.6,Cannabis,
7295,,,,,1,1,,,,,29.9,,,,,,,Non,,,,11-4,,Morceaux,,,0,1.6,Cannabis,
7296,,,,,1,1,,,,,29.9,,,,,,,Non,,,,18-4,,Morceaux,,,0,1.6,Cannabis,
7297,,,,,1,1,,,,,29.9,,,,,,,Non,,,,24-4,,Morceaux,,,0,1.6,Cannabis,
7298,,,,,1,1,,,,,29.9,,,,,,,Non,,,,14-12,,Morceaux,,,0,1.6,Cannabis,
7299,,,,,1,1,,,,,29.9,,,,,,,Non,,,,15-12,,Morceaux,,,0,1.6,Cannabis,
7300,,,,,1,1,,,,,29.9,,,,,,,Non,,,,16-12,,Morceaux,,,0,1.6,Cannabis,
7301,,,,,1,1,,,,,18,,,,,,,Non,,,,4-4,,Morceaux,,,1.8,2,Cannabis,
7302,,,,,1,1,,,,,18,,,,,,,Non,,,,9-4,,Morceaux,,,1.8,2,Cannabis,
7303,,,,,1,1,,,,,39.8,,,,,,,Non,,,,12-4,,Morceaux,,,1.3,0,Cannabis,
7304,,,,,1,1,,,,,39.8,,,,,,,Non,,,,17-4,,Morceaux,,,1.3,0,Cannabis,
7305,,,,,1,1,,,,,41.3,,19,Oui,,,,Oui,44,,AMNESIA TOP,28-4,,Ovule,,,1.3,0,Cannabis,
7306,,,,,1,1,,,,,31.3,,,,,,,Non,,,,5-4,,Morceaux,,,2,0,Cannabis,
7307,,,,,1,1,,,,,31.3,,,,,,,Non,,,,13-12,,Morceaux,,,2,0,Cannabis,
7309,,,,,,1,,,,,34,,,,,,,Non,,,,21_115073,,Morceaux,,,,0.3,Cannabis,
7310,,,,,1,1,,,,,2,,,,,,,Non,,,,218115082,,Morceaux,,,0.6,0.8,Cannabis,
7311,,,,,1,1,,,,,38,,,,,,,Non,,,,21_115083,,Morceaux,,,1.5,1,Cannabis,
7312,,,,,1,1,,,,,38,,,,,,,Non,,,,21_115084,,Morceaux,,,1.5,1,Cannabis,
7313,,,,,1,,,,,,0.8,,,,,,,Non,,,,21_115079,,Sommités,,,18,,Cannabis,
7314,,,,,1,,,,,,0.8,,,,,,,Non,,,,21_115080,,Sommités,,,18,,Cannabis,
7315,,,,,1,,,,,,0.8,,,,,,,Non,,,,21_115081,,Sommités,,,18,,Cannabis,
7316,,,,,,,,,,,2,,,,,,,Non,,,,21_100987,,Débris végétaux,,,,,Cannabis,
7317,,,,,,,,,,,2,,,,,,,Non,,,,21_100988,,Débris végétaux,,,,,Cannabis,
7318,,,,,,,,,,,8,,,,,,,Non,,,,21_115076,,Sommités,,,,,Cannabis,
